,Entry_date,Entry_time,Strike,Entry_price,Exit_date,Exit_time,Exit_price,Profit,Reason,DTE-W0
166,2016-09-29,11:00:00,BANKNIFTY29SEP1619700PE,42.4,2016-09-29,12:17:00,63.599999999999994,-22.047999999999995,SL,0.0
167,2016-09-29,11:00:00,BANKNIFTY29SEP1619700CE,50.6,2016-09-29,15:29:00,0.05,49.538000000000004,Expiry,0.0
168,2016-09-30,11:00:00,BANKNIFTY06OCT1619300PE,224.0,2016-10-03,11:00:00,79.25,140.27,Expiry,4.0
169,2016-09-30,11:00:00,BANKNIFTY06OCT1619300CE,224.35,2016-10-03,09:40:00,336.525,-116.66199999999998,SL,4.0
170,2016-10-03,11:00:00,BANKNIFTY06OCT1619500PE,145.35,2016-10-04,11:00:00,117.65,24.79299999999999,Expiry,3.0
171,2016-10-03,11:00:00,BANKNIFTY06OCT1619500CE,199.0,2016-10-04,11:00:00,191.25,3.77,Expiry,3.0
172,2016-10-04,11:00:00,BANKNIFTY06OCT1619600CE,140.0,2016-10-04,14:30:00,210.0,-72.8,SL,2.0
173,2016-10-04,11:00:00,BANKNIFTY06OCT1619600PE,161.2,2016-10-05,11:00:00,94.8,63.175999999999995,Expiry,2.0
174,2016-10-05,11:00:00,BANKNIFTY06OCT1619600CE,69.5,2016-10-06,11:00:00,23.1,45.01,Expiry,1.0
175,2016-10-05,11:00:00,BANKNIFTY06OCT1619600PE,94.8,2016-10-06,09:18:00,142.2,-49.29599999999999,SL,1.0
176,2016-10-06,11:00:00,BANKNIFTY06OCT1619500CE,65.2,2016-10-06,15:29:00,0.05,63.846000000000004,Expiry,0.0
177,2016-10-06,11:00:00,BANKNIFTY06OCT1619500PE,31.4,2016-10-06,11:29:00,47.099999999999994,-16.327999999999996,SL,0.0
178,2016-10-07,11:00:00,BANKNIFTY13OCT1619400CE,142.65,2016-10-10,11:00:00,123.05,16.747000000000007,Expiry,2.0
179,2016-10-07,11:00:00,BANKNIFTY13OCT1619400PE,128.45,2016-10-10,11:00:00,70.95,54.93099999999998,Expiry,2.0
180,2016-10-10,11:00:00,BANKNIFTY13OCT1619400CE,123.05,2016-10-13,11:00:00,1.2,119.389,Expiry,1.0
181,2016-10-10,11:00:00,BANKNIFTY13OCT1619400PE,70.95,2016-10-10,13:05:00,106.42500000000001,-36.894000000000005,SL,1.0
182,2016-10-13,11:00:00,BANKNIFTY13OCT1619100PE,47.65,2016-10-13,12:39:00,71.475,-24.777999999999995,SL,0.0
183,2016-10-13,11:00:00,BANKNIFTY13OCT1619100CE,54.45,2016-10-13,15:29:00,0.05,53.31100000000001,Expiry,0.0
184,2016-10-14,11:00:00,BANKNIFTY20OCT1619000PE,161.4,2016-10-14,15:30:00,132.0,26.172000000000004,Expiry,4.0
185,2016-10-14,11:00:00,BANKNIFTY20OCT1619000CE,159.15,2016-10-14,15:29:00,196.8,-40.833000000000006,Expiry,4.0
186,2016-10-18,11:00:00,BANKNIFTY20OCT1619200PE,129.15,2016-10-19,11:00:00,29.0,97.56700000000001,Expiry,2.0
187,2016-10-18,11:00:00,BANKNIFTY20OCT1619200CE,107.45,2016-10-18,13:08:00,161.175,-55.87400000000001,SL,2.0
188,2016-10-19,11:00:00,BANKNIFTY20OCT1619400CE,98.4,2016-10-20,09:20:00,147.60000000000002,-51.16800000000002,SL,1.0
189,2016-10-19,11:00:00,BANKNIFTY20OCT1619400PE,82.25,2016-10-19,13:23:00,123.375,-42.77,SL,1.0
190,2016-10-20,11:00:00,BANKNIFTY20OCT1619700CE,39.3,2016-10-20,15:29:00,0.1,38.413999999999994,Expiry,0.0
191,2016-10-20,11:00:00,BANKNIFTY20OCT1619700PE,79.7,2016-10-20,12:49:00,119.55000000000001,-41.44400000000001,SL,0.0
192,2016-10-21,11:00:00,BANKNIFTY27OCT1619500CE,201.2,2016-10-21,14:50:00,301.79999999999995,-104.62399999999997,SL,4.0
193,2016-10-21,11:00:00,BANKNIFTY27OCT1619500PE,140.55,2016-10-24,11:00:00,47.6,90.13900000000001,Expiry,4.0
194,2016-10-24,11:00:00,BANKNIFTY27OCT1619800CE,159.0,2016-10-25,11:00:00,111.55,44.27,Expiry,3.0
195,2016-10-24,11:00:00,BANKNIFTY27OCT1619800PE,132.1,2016-10-25,11:00:00,153.45,-23.991999999999994,Expiry,3.0
